smile,wear professional Attire,use clean background,look serious,show your face clearly,use formal expression,wear suit,look confidence,look approachability,don't look emotional,crop the picture,avoid noise or artifacts,use positive atmosphere,use corporate environment,look trustworthiness,be energetic,look distinctive,look calm,fix your hair,show your face more,show your body more,put your face horizontally in the center,put your face vertically in the center,tilt your head,use eye contact,use high resolution,use good lighting,use color harmony in the pic,use lighting quality,LABEL
0.94,1,0.55,0.69,0.37,0.93,1,0.99,0.64,0.76,0.69,0.53,0.96,0.86,0.8,0.81,0.73,0.73,0.99,0.042279277,0.5191479704210309,0.9604627788066864,0.479133129,0.018106418,0.9359974265098572,1,0.37,0.92,0.4991833865730851,65.47851563
0.69,0.93,0.48,0.92,0.4,0.48,0.93,0.54,0.23,0.78,0.24,0.13,0.81,0.37,0.68,0.77,0.32,0.32,0.89,0.1009679395720573,0.3801329106152451,0.8892565766970316,0.8636910319328308,0.3353571800898097,0.985162218,1,0.33,0.89,0.8009473802086512,56.98242188
0.6,0.86,0.39,0.95,0.55,0.62,1,0.58,0.32,0.83,0.42,0.3,0.91,0.28,0.75,0.73,0.61,0.46,0.97,0.1368749833702338,0.3492515550533603,0.8779083788394928,0.8696542978286743,0.093440234,0.9134698510169984,1,0.33,0.6,0.9175934467703702,72.16796875
0.58,0.64,0.33,0.94,0.29,0.51,0.99,0.83,0.18,0.96,0.93,0.13,0.55,0.11,0.59,0.96,0.28,0.3,0.99,0.079019708,0.3168578999757869,0.7601419687271118,0.9157095551490784,0.073771243,0.9623966217041016,0.6319444444444444,0.5,0.84,0.8242242086894588,47.65625
0.9,1,0.36,0.89,0.28,0.85,1,0.99,0.39,0.76,0.65,0.35,0.93,0.79,0.75,0.59,0.69,0.72,0.95,0.040784012,0.4509126872102538,0.9742032488187156,0.5458964109420776,0.2178762869667947,0.7585783402125026,1,0.39,0.86,0.5394772119133561,69.28710938
0.9,1,0.36,0.89,0.28,0.85,1,0.99,0.39,0.76,0.65,0.35,0.93,0.79,0.75,0.59,0.69,0.72,0.95,0.040784012,0.4509126872102538,0.9742032488187156,0.5458964109420776,0.2178762869667947,0.7585783402125026,1,0.39,0.86,0.5394772119133561,69.28710938
0.46,1,0.72,0.95,0.39,0.57,1,0.89,0.49,0.49,0.33,0.52,0.95,0.81,0.55,0.33,0.84,0.77,0.96,0.046078397,0.4916607519306493,0.9591139157613118,0.5469613671302795,0.043450429,0.8104371627171829,1,0.31,0.62,0.7367207509653662,81.29882813
0.14,0.92,0.31,1,0.3,0.34,1,0.65,0.17,0.96,0.43,0.1,0.73,0.51,0.61,0.77,0.16,0.36,0.97,0.1400912114242913,0.5797934652376426,0.9903466602166494,0.8973597884178162,0.2285818188654455,0.5550333460172018,1,0.29,0.9,0.5247077530698778,65.8203125
0.32,0.99,0.85,0.94,0.73,0.96,1,0.97,0.52,0.28,0.82,0.12,0.97,0.94,0.51,0.16,0.76,0.36,0.98,0.03,0.88,0.84,0.77,0.23,0.34,1,0.2,0.99,0.8128666999176954,55.46875
0.29,0.98,0.38,0.99,0.52,0.95,1,0.92,0.15,0.93,0.55,0.14,0.86,0.41,0.69,0.65,0.23,0.27,0.98,0.1380113323790865,0.4748841636116054,0.9727894365787506,0.9560258984565736,0.001323859,0.917258322,1,0.28,0.97,0.9050399514312454,70.26367188
0.86,1,0.6,0.92,0.43,0.34,1,0.94,0.42,0.87,0.31,0.08,0.89,0.85,0.84,0.81,0.53,0.44,0.92,0.079144627,0.5045158445359199,0.8915139138698578,0.5467808246612549,0.1311917670791592,0.8047056794166565,1,0.25,0.84,0.5583298302738094,77.44140625
0.89,1,0.28,0.87,0.72,0.82,0.99,0.92,0.46,0.43,0.13,0.08,0.86,0.97,0.88,0.93,0.4,0.16,0.95,0.044174007,0.3775172959203399,0.9116701285044352,0.5349106788635254,0.1427719675859612,0.7201321522394817,0.6180555555555556,0.31,0.94,0.8312777573345816,83.34960938
0.7,0.99,0.58,0.91,0.21,0.55,1,0.94,0.25,0.72,0.62,0.35,0.88,0.5,0.45,0.5,0.67,0.76,0.97,0.066531011,0.4463217385005986,0.9212899208068848,0.7779243588447571,0.144911408,0.6449577808380127,1,0.36,0.76,1,71.875
0.91,1,0.58,0.88,0.25,0.83,1,0.97,0.48,0.78,0.57,0.37,0.95,0.85,0.79,0.65,0.62,0.71,0.97,0.034677172,0.568110961,0.9126459956169128,0.3629921376705169,0.1759963585053668,0.8316687345504761,1,0.28,0.76,0.5736117071752195,67.91992188
0.86,1,0.6,0.92,0.43,0.34,1,0.94,0.42,0.87,0.31,0.08,0.89,0.85,0.84,0.81,0.53,0.44,0.92,0.079144627,0.5045158445359199,0.8915139138698578,0.5467808246612549,0.1311917670791592,0.8047056794166565,1,0.25,0.84,0.5583298302738094,77.44140625
0.91,1,0.58,0.88,0.25,0.83,1,0.97,0.48,0.78,0.57,0.37,0.95,0.85,0.79,0.65,0.62,0.71,0.97,0.034677172,0.568110961,0.9126459956169128,0.3629921376705169,0.1759963585053668,0.8316687345504761,1,0.28,0.76,0.5736117071752195,67.91992188
0.9,1,0.1,0.68,0.87,0.99,1,0.99,0.55,0.37,0.74,0.35,0.92,0.93,0.79,0.86,0.8,0.16,0.96,0.2080325787678312,0.4419488811129213,0.9433021942774454,0.9588764905929564,0.099828715,0.551960031,1,0.31,0.88,0.8958326463373657,46.875
0.6,0.86,0.39,0.95,0.55,0.62,1,0.58,0.32,0.83,0.42,0.3,0.91,0.28,0.75,0.73,0.61,0.46,0.97,0.1368749833702338,0.3492515550533603,0.8779083788394928,0.8696542978286743,0.093440234,0.9134698510169984,1,0.33,0.6,0.9175934467703702,72.16796875
0.26,0.99,0.56,0.9,0.39,0.32,1,0.74,0.22,0.76,0.62,0.17,0.91,0.52,0.57,0.84,0.67,0.27,0.96,0.014523238,0.2849680065501232,0.8456377585728965,0.5998947620391846,0.068027978,0.6327195564905793,1,0.24,0.88,0.5507399859331596,72.16796875
0.32,0.99,0.85,0.94,0.73,0.96,1,0.97,0.52,0.28,0.82,0.12,0.97,0.94,0.51,0.16,0.76,0.36,0.98,0.03,0.88,0.84,0.77,0.23,0.34,1,0.2,0.99,0.8128666999176954,55.46875
0.99,0.88,0.57,0.15,0.43,0.6,0.99,0.9,0.58,0.36,0.3,0.12,0.96,0.15,0.93,0.74,0.84,0.67,0.91,0.1547750391710671,0.4600782644107645,0.8718457619349161,0.968793511,0.1146438946804062,0.005982478,1,0.62,0.57,0.7932310951734242,77.19726563
0.61,0.98,0.64,0.97,0.4,0.67,1,0.83,0.35,0.8,0.64,0.26,0.87,0.77,0.69,0.68,0.77,0.38,0.91,0.1405661540060876,0.5917075572913949,0.8190782169500986,0.8893218040466309,0.1752977593572509,0.7514058152834575,1,0.16,0.73,1,67.91992188
0.26,0.95,0.55,0.79,0.2,0.93,0.99,0.93,0.19,0.62,0.68,0.2,0.89,0.58,0.45,0.29,0.16,0.69,0.98,0.057913967,0.319291765,0.8962456782658896,0.7045847177505493,0.049109474,0.9110003312428802,1,0.3,0.92,0.6716645093229165,77.19726563
0.62,0.82,0.61,0.98,0.24,0.46,0.92,0.81,0.17,0.88,0.63,0.13,0.86,0.2,0.76,0.75,0.31,0.48,0.92,0.1516537630665126,0.7056690111593832,0.9711847007274628,0.7249511480331421,0.1262805930250893,0.681217372,1,0.36,0.9,0.5335868685351851,85.40039063
0.58,0.64,0.33,0.94,0.29,0.51,0.99,0.83,0.18,0.96,0.93,0.13,0.55,0.11,0.59,0.96,0.28,0.3,0.99,0.079019708,0.3168578999757869,0.7601419687271118,0.9157095551490784,0.073771243,0.9623966217041016,0.6319444444444444,0.5,0.84,0.8242242086894588,47.65625
0.15,0.45,0.85,0.94,0.43,0.06,1,0.56,0.04,0.19,0.46,0.22,0.22,0.13,0.42,0.69,0.27,0.58,0.98,0.95,0.45,0.89,0.96,0.07,0.12,1,0.18,0.8,0.079359911,65.13671875
0.31,0.9,0.5,0.6,0.8,0.96,1,0.46,0.22,0.83,0.55,0.59,0.8,0.73,0.24,0.94,0.64,0.14,0.98,0.034537787,0.1305138253309277,0.4030046264330545,0.7680439949035645,0.50347503,0.8888630668322245,1,0.08,0.9,0.7538361949629628,42.26074219
0.94,0.99,0.38,0.43,0.33,0.98,0.92,0.99,0.63,0.62,0.71,0.76,0.96,0.87,0.68,0.69,0.68,0.72,0.94,0.025775536,0.1859660992204226,0.92201966,0.6184329390525818,0.005333986,0.8294192552566528,1,0.46,0.78,0.8088466499500251,65.8203125
0.39,0.98,0.58,0.87,0.39,0.96,1,0.67,0.16,0.87,0.13,0.08,0.85,0.92,0.55,0.91,0.66,0.05,0.98,0.046868822,0.2302003468169999,0.6623928745587666,0.8310424089431763,0.072966379,0.9422119061152152,1,0.37,0.92,0.6644592559748417,57.76367188
0.37,0.99,0.73,0.86,0.51,0.87,1,0.92,0.31,0.49,0.2,0.38,0.88,0.97,0.71,0.37,0.9,0.21,0.92,0.012141632,0.024413671,0.7,0.71,0.06,0.26,1,0.22,0.9,0.6634390708663617,66.2109375
0.76,1,0.4,0.89,0.56,0.91,1,1,0.52,0.75,0.82,0.58,0.92,0.83,0.6,0.67,0.77,0.65,0.96,0.038376096,0.3254201568017958,0.9788492619991302,0.6885504722595215,0.083055877,0.7381594777107239,1,0.3,0.89,0.5516215988053215,59.61914063
0.57,0.73,0.34,0.74,0.21,0.09,0.94,0.91,0.26,0.55,0.15,0.12,0.96,0.3,0.89,0.85,0.65,0.74,0.9,0.027862579,0.2009050436025283,0.5530579288800557,0.6009955406188965,0.013807489,0.8912845055262255,1,0.3,0.53,1,44.55566406
0.86,1,0.6,0.92,0.43,0.34,1,0.94,0.42,0.87,0.31,0.08,0.89,0.85,0.84,0.81,0.53,0.44,0.92,0.079144627,0.5045158445359199,0.8915139138698578,0.5467808246612549,0.1311917670791592,0.8047056794166565,1,0.25,0.84,0.5583298302738094,77.44140625
0.5,0.96,0.38,0.94,0.26,0.74,0.97,0.94,0.36,0.93,0.83,0.16,0.93,0.28,0.6,0.73,0.22,0.73,0.93,0.078301238,0.4618161444521149,0.7996263106664022,0.7278032302856445,0.03729231,0.8462363084157308,1,0.62,0.93,0.5408532656154328,74.609375
0.62,0.82,0.61,0.98,0.24,0.46,0.92,0.81,0.17,0.88,0.63,0.13,0.86,0.2,0.76,0.75,0.31,0.48,0.92,0.1516537630665126,0.7056690111593832,0.9711847007274628,0.7249511480331421,0.1262805930250893,0.681217372,1,0.36,0.9,0.5335868685351851,85.40039063
0.94,0.9,0.7,0.52,0.34,0.68,0.93,0.86,0.28,0.89,0.43,0.37,0.86,0.19,0.77,0.93,0.22,0.51,0.96,0.070404032,0.2855115769771359,0.9242947995662688,0.9661855101585388,0.033999215,0.8511484265327454,1,0.3,0.64,1,69.28710938
0.88,0.99,0.73,0.67,0.26,0.58,1,0.9,0.62,0.36,0.16,0.32,0.96,0.62,0.85,0.67,0.84,0.84,0.92,0.049820859,0.7635530650536815,0.629765292,0.4187102615833282,0.3353920257984816,0.781073133,1,0.42,0.77,0.4905938402083333,78.80859375
0.71,0.93,0.33,0.79,0.3,0.57,0.46,0.74,0.4,0.79,0.55,0.23,0.95,0.79,0.68,0.45,0.37,0.9,0.74,0.021643171,0.4261850029564726,0.9847453633944192,0.6315385103225708,0.6222586310914265,0.3509497245152791,1,0.47,0.73,0.7760937276049382,73.09570313
0.89,1,0.28,0.87,0.72,0.82,0.99,0.92,0.46,0.43,0.13,0.08,0.86,0.97,0.88,0.93,0.4,0.16,0.95,0.044174007,0.3775172959203399,0.9116701285044352,0.5349106788635254,0.1427719675859612,0.7201321522394817,0.6180555555555556,0.31,0.94,0.8312777573345816,83.34960938
0.8,0.94,0.52,0.95,0.36,0.12,0.99,0.8,0.39,0.75,0.38,0.06,0.94,0.6,0.69,0.75,0.19,0.69,0.77,0.087877409,0.4453173755281722,0.9890716671943665,0.8156097531318665,0.2412595944548618,0.7658175230026245,1,0.37,0.94,0.9692728,71.53320313
0.8,0.94,0.52,0.95,0.36,0.12,0.99,0.8,0.39,0.75,0.38,0.06,0.94,0.6,0.69,0.75,0.19,0.69,0.77,0.087877409,0.4453173755281722,0.9890716671943665,0.8156097531318665,0.2412595944548618,0.7658175230026245,1,0.37,0.94,0.9692728,71.53320313
0.46,1,0.72,0.95,0.39,0.57,1,0.89,0.49,0.49,0.33,0.52,0.95,0.81,0.55,0.33,0.84,0.77,0.96,0.046078397,0.4916607519306493,0.9591139157613118,0.5469613671302795,0.043450429,0.8104371627171829,1,0.31,0.62,0.7367207509653662,81.29882813
0.9,1,0.56,0.67,0.28,0.97,1,0.97,0.42,0.88,0.71,0.32,0.87,0.77,0.61,0.98,0.63,0.72,0.99,0.036147522,0.368014627,0.7732361157735189,0.4766322374343872,0.1427476419144895,0.8402251799901327,0.6319444444444444,0.39,0.84,0.983893401,68.9453125
0.9,1,0.36,0.89,0.28,0.85,1,0.99,0.39,0.76,0.65,0.35,0.93,0.79,0.75,0.59,0.69,0.72,0.95,0.040784012,0.4509126872102538,0.9742032488187156,0.5458964109420776,0.2178762869667947,0.7585783402125026,1,0.39,0.86,0.5394772119133561,69.28710938
0.18,0.99,0.5,0.97,0.2,0.5,1,0.7,0.12,0.51,0.27,0.34,0.93,0.63,0.75,0.41,0.71,0.56,0.98,0.1504979440307607,0.5250643366633057,0.860716184,0.8039979338645935,0.019142282,0.8949817816416422,1,0.46,0.52,0.2233948572337247,68.9453125
0.62,0.82,0.61,0.98,0.24,0.46,0.92,0.81,0.17,0.88,0.63,0.13,0.86,0.2,0.76,0.75,0.31,0.48,0.92,0.1516537630665126,0.7056690111593832,0.9711847007274628,0.7249511480331421,0.1262805930250893,0.681217372,1,0.36,0.9,0.5335868685351851,85.40039063
0.93,1,0.29,0.41,0.51,0.98,0.99,0.99,0.67,0.38,0.77,0.57,0.96,0.85,0.65,0.66,0.83,0.57,0.95,0.063435203,0.3111170236412164,0.6573289434115093,0.751281738,0.2761543213029568,0.959889849,1,0.23,0.86,1,54.296875
0.19,0.57,0.26,0.99,0.15,0.14,0.94,0.52,0.04,0.71,0.18,0.11,0.67,0.17,0.81,0.21,0.26,0.47,0.86,0.1454116186398835,0.7199712991714478,0.973126789,0.7549853920936584,0.006966501,0.743473728,1,0.63,0.39,0.1938455244576131,67.23632813
0.7,0.98,0.66,0.87,0.43,0.62,1,0.66,0.45,0.75,0.28,0.55,0.89,0.29,0.48,0.61,0.75,0.27,0.88,0.1905672970963223,0.5767924436696283,0.9927205443382264,0.9206764698028564,0.056073596,0.5995515584945679,0.8171469907407407,0.35,0.58,1,62.98828125
0.5,0.96,0.38,0.94,0.26,0.74,0.97,0.94,0.36,0.93,0.83,0.16,0.93,0.28,0.6,0.73,0.22,0.73,0.93,0.078301238,0.4618161444521149,0.7996263106664022,0.7278032302856445,0.03729231,0.8462363084157308,1,0.62,0.93,0.5408532656154328,74.609375
0.4,0.98,0.28,0.96,0.41,0.22,1,0.84,0.37,0.66,0.54,0.18,0.9,0.85,0.62,0.54,0.87,0.4,0.96,0.046182505,0.3079194511436824,0.587066372,0.5244848728179932,0.1159396096337247,0.992930094,1,0.19,0.79,0.5783529778174936,57.37304688
0.8,0.94,0.52,0.95,0.36,0.12,0.99,0.8,0.39,0.75,0.38,0.06,0.94,0.6,0.69,0.75,0.19,0.69,0.77,0.087877409,0.4453173755281722,0.9890716671943665,0.8156097531318665,0.2412595944548618,0.7658175230026245,1,0.37,0.94,0.9692728,71.53320313
0.63,0.98,0.36,0.93,0.28,0.74,1,0.79,0.43,0.92,0.62,0.39,0.87,0.59,0.71,0.88,0.39,0.47,0.96,0.077714176,0.4080578816030211,0.9716014067331948,0.7893548011779785,0.046354356,0.8109445969263703,1,0.33,0.78,1,66.89453125
0.6,0.99,0.29,0.91,0.75,0.64,1,0.82,0.38,0.72,0.44,0.03,0.97,0.58,0.27,0.14,0.87,0.13,0.99,0.031109463,0.2042062381915332,0.9506523708502452,0.745614767,0.058761372,0.8687649766604111,1,0.19,0.82,1,51.5625
0.89,1,0.27,0.34,0.95,1,1,0.79,0.58,0.79,0.31,0.4,0.94,0.92,0.66,0.93,0.97,0.17,0.95,0.058898195,0.166911197,0.5677987933158875,0.6167635917663574,0.1562279972536401,0.7507792711257935,1,0.33,0.89,0.539453289,55.81054688
0.03,1,0.04,0.97,0.88,0.99,1,1,0.29,0.37,0.72,0.28,0.83,0.94,0.88,0.72,0.84,0.43,0.98,0.01342206,0.2848438355110678,0.8242772420247396,0.4922015070915222,0.019944521,0.9576403697331748,1,0.11,0.84,0.6223668120097093,46.484375
0.15,0.97,0.86,0.9,0.39,0.95,0.96,0.95,0.43,0.35,0.63,0.27,0.93,0.81,0.52,0.6,0.86,0.7,0.98,0.054970194,0.45,0.9145940244197844,0.9264471530914308,0.5260442965433456,0.4593086838722229,1,0.27,0.93,1,65.47851563
0.18,0.58,0.11,0.62,0.14,0.86,1,0.71,0.21,0.67,0.64,0.63,0.86,0.12,0.56,0.95,0.67,0.34,0.98,0.08632189,0.325904044,0.5688936213652294,0.9853753447532654,0.3731170319881869,0.9372334281603496,1,0.27,0.9,0.4020845209619341,40.35644531
0.94,1,0.55,0.69,0.37,0.93,1,0.99,0.64,0.76,0.69,0.53,0.96,0.86,0.8,0.81,0.73,0.73,0.99,0.042279277,0.5191479704210309,0.9604627788066864,0.479133129,0.018106418,0.9359974265098572,1,0.37,0.92,0.4991833865730851,65.47851563
0.9,1,0.56,0.67,0.28,0.97,1,0.97,0.42,0.88,0.71,0.32,0.87,0.77,0.61,0.98,0.63,0.72,0.99,0.036147522,0.368014627,0.7732361157735189,0.4766322374343872,0.1427476419144895,0.8402251799901327,0.6319444444444444,0.39,0.84,0.983893401,68.9453125
0.91,1,0.58,0.88,0.25,0.83,1,0.97,0.48,0.78,0.57,0.37,0.95,0.85,0.79,0.65,0.62,0.71,0.97,0.034677172,0.568110961,0.9126459956169128,0.3629921376705169,0.1759963585053668,0.8316687345504761,1,0.28,0.76,0.5736117071752195,67.91992188
0.53,0.98,0.42,0.86,0.26,0.97,1,0.95,0.28,0.5,0.82,0.12,0.77,0.98,0.82,0.97,0.55,0.39,0.93,0.09369167,0.3710814136537284,0.9902778963247932,0.7887294888496399,0.038962861,0.9062241117159512,1,0.39,0.9,0.7964664865218135,71.53320313
0.89,1,0.44,0.47,0.36,0.98,0.99,0.98,0.63,0.38,0.78,0.63,0.96,0.91,0.63,0.73,0.69,0.73,0.97,0.034417809,0.2158332279794308,0.8081729809443156,0.5528773069381714,0.2195268382144805,0.904229442,1,0.27,0.68,0.5941256447395589,60.7421875
0.6,0.99,0.29,0.91,0.75,0.64,1,0.82,0.38,0.72,0.44,0.03,0.97,0.58,0.27,0.14,0.87,0.13,0.99,0.031109463,0.2042062381915332,0.9506523708502452,0.745614767,0.058761372,0.8687649766604111,1,0.19,0.82,1,51.5625
0.4,0.98,0.28,0.96,0.41,0.22,1,0.84,0.37,0.66,0.54,0.18,0.9,0.85,0.62,0.54,0.87,0.4,0.96,0.046182505,0.3079194511436824,0.587066372,0.5244848728179932,0.1159396096337247,0.992930094,1,0.19,0.79,0.5783529778174936,57.37304688
0.83,0.98,0.27,0.86,0.38,0.48,1,0.92,0.15,0.86,0.58,0.08,0.95,0.27,0.79,0.98,0.25,0.27,0.96,0.1157579335598502,0.3749765173506003,0.8448682924111685,0.8753771185874939,0.2370276649231368,0.7396164139111837,1,0.31,0.91,0.8280671563732609,57.76367188
0.19,0.99,0.35,0.99,0.5,0.74,1,0.89,0.13,0.85,0.2,0.1,0.76,0.39,0.78,0.32,0.25,0.42,0.9,0.3492483252552123,0.7177022695541382,0.9432300329208374,0.833079457,0.051580092,0.6630585193634033,1,0.46,0.49,0.7216672954643496,60.7421875
0.93,1,0.29,0.41,0.51,0.98,0.99,0.99,0.67,0.38,0.77,0.57,0.96,0.85,0.65,0.66,0.83,0.57,0.95,0.063435203,0.3111170236412164,0.6573289434115093,0.751281738,0.2761543213029568,0.959889849,1,0.23,0.86,1,54.296875
0.19,0.57,0.26,0.99,0.15,0.14,0.94,0.52,0.04,0.71,0.18,0.11,0.67,0.17,0.81,0.21,0.26,0.47,0.86,0.1454116186398835,0.7199712991714478,0.973126789,0.7549853920936584,0.006966501,0.743473728,1,0.63,0.39,0.1938455244576131,67.23632813
0.18,0.99,0.5,0.97,0.2,0.5,1,0.7,0.12,0.51,0.27,0.34,0.93,0.63,0.75,0.41,0.71,0.56,0.98,0.1504979440307607,0.5250643366633057,0.860716184,0.8039979338645935,0.019142282,0.8949817816416422,1,0.46,0.52,0.2233948572337247,68.9453125
0.93,0.98,0.52,0.22,0.23,0.82,1,0.95,0.44,0.36,0.24,0.14,0.95,0.42,0.86,0.96,0.69,0.58,0.97,0.069427068,0.4451290148695266,0.8294372856616974,0.5534701943397522,0.4558643318337028,0.4933250546455383,1,0.32,0.89,0.8202473553364701,63.72070313
0.94,0.99,0.38,0.43,0.33,0.98,0.92,0.99,0.63,0.62,0.71,0.76,0.96,0.87,0.68,0.69,0.68,0.72,0.94,0.025775536,0.1859660992204226,0.92201966,0.6184329390525818,0.005333986,0.8294192552566528,1,0.46,0.78,0.8088466499500251,65.8203125
0.31,0.9,0.5,0.6,0.8,0.96,1,0.46,0.22,0.83,0.55,0.59,0.8,0.73,0.24,0.94,0.64,0.14,0.98,0.034537787,0.1305138253309277,0.4030046264330545,0.7680439949035645,0.50347503,0.8888630668322245,1,0.08,0.9,0.7538361949629628,42.26074219
0.05,1,0.83,0.98,0.39,0.86,0.99,0.98,0.34,0.74,0.41,0.14,0.95,0.9,0.6,0.36,0.31,0.82,0.85,0.13,0.079647095,0.95,0.84,0.25,0.53,1,0.15,0.81,1,69.28710938
0.4,0.98,0.25,0.93,0.72,1,1,0.71,0.24,0.96,0.48,0.39,0.82,0.83,0.6,0.71,0.71,0.13,0.99,0.061725592,0.1494419852975621,0.99,0.99,0.08,0.17,1,0.23,0.9,0.7819316130729166,58.49609375
0.99,0.88,0.57,0.15,0.43,0.6,0.99,0.9,0.58,0.36,0.3,0.12,0.96,0.15,0.93,0.74,0.84,0.67,0.91,0.1547750391710671,0.4600782644107645,0.8718457619349161,0.968793511,0.1146438946804062,0.005982478,1,0.62,0.57,0.7932310951734242,77.19726563
0.52,0.96,0.56,0.97,0.08,0.39,1,0.85,0.45,0.82,0.56,0.37,0.9,0.71,0.59,0.64,0.73,0.4,0.97,0.027878368,0.2216303673429216,0.9547509451707205,0.5175318717956543,0.2354931189113412,0.9134726325670878,1,0.38,0.92,0.479524046,64.79492188
0.26,0.99,0.56,0.9,0.39,0.32,1,0.74,0.22,0.76,0.62,0.17,0.91,0.52,0.57,0.84,0.67,0.27,0.96,0.014523238,0.2849680065501232,0.8456377585728965,0.5998947620391846,0.068027978,0.6327195564905793,1,0.24,0.88,0.5507399859331596,72.16796875
0.76,1,0.4,0.89,0.56,0.91,1,1,0.52,0.75,0.82,0.58,0.92,0.83,0.6,0.67,0.77,0.65,0.96,0.038376096,0.3254201568017958,0.9788492619991302,0.6885504722595215,0.083055877,0.7381594777107239,1,0.3,0.89,0.5516215988053215,59.61914063
0.4,0.98,0.28,0.96,0.41,0.22,1,0.84,0.37,0.66,0.54,0.18,0.9,0.85,0.62,0.54,0.87,0.4,0.96,0.046182505,0.3079194511436824,0.587066372,0.5244848728179932,0.1159396096337247,0.992930094,1,0.19,0.79,0.5783529778174936,57.37304688
0.39,0.98,0.58,0.87,0.39,0.96,1,0.67,0.16,0.87,0.13,0.08,0.85,0.92,0.55,0.91,0.66,0.05,0.98,0.046868822,0.2302003468169999,0.6623928745587666,0.8310424089431763,0.072966379,0.9422119061152152,1,0.37,0.92,0.6644592559748417,57.76367188
0.7,0.99,0.43,0.94,0.44,0.08,1,0.83,0.37,0.71,0.24,0.07,0.82,0.36,0.7,0.46,0.68,0.27,0.89,0.1254167350221795,0.5868065746220452,0.7512313822905222,0.6962636709213257,0.066939133,0.7532527645428976,1,0.27,0.46,0.2787587227386798,66.55273438
0.95,1,0.31,0.85,0.43,0.88,1,0.99,0.42,0.77,0.57,0.32,0.87,0.82,0.92,0.89,0.41,0.36,0.98,0.070522307,0.4310317178648617,0.976031224,0.7292483448982239,0.03380359,0.9014421304066976,1,0.37,0.86,0.553956276,39.99023438
0.92,1,0.65,0.8,0.67,0.96,1,1,0.62,0.69,0.85,0.36,0.95,0.8,0.61,0.48,0.77,0.87,0.98,0.095326266,0.4670030831604421,0.8796120981375376,0.798480213,0.1303400794525735,0.7232932845751445,1,0.65,0.9,0.8905238114109745,74.0234375
0.15,0.94,0.39,1,0.31,0.3,0.9,0.77,0.16,0.74,0.14,0.12,0.63,0.27,0.78,0.41,0.31,0.27,0.94,0.063484705,0.6653640756216106,0.9650408327579498,0.4629455506801605,0.1888876989553451,0.9087688326835632,1,0.41,0.45,0.6345106816592592,61.5234375
0.03,0.41,0.42,0.98,0.12,0.55,0.97,0.16,0.02,0.65,0.74,0.58,0.38,0.07,0.37,0.23,0.57,0.17,0.84,0.097334909,0.4138002368463134,0.8326912720998129,0.898861289,0.1370384703336795,0.6448157231012981,1,0.22,0.01,0.9354020518518518,67.578125
0.94,0.95,0.25,0.48,0.27,0.85,0.99,0.86,0.56,0.8,0.5,0.23,0.87,0.32,0.87,0.98,0.37,0.44,0.99,0.068987092,0.4228231193327758,0.9560108681519828,0.7786219716072083,0.1670213679605018,0.964833955,1,0.45,0.76,0.6150377398564294,69.28710938
0.81,1,0.56,0.9,0.41,0.93,1,0.98,0.57,0.75,0.5,0.33,0.91,0.85,0.8,0.65,0.85,0.48,0.98,0.05961895,0.5285054206166517,0.8894613683223724,0.6570675373077393,0.2129318363500311,0.7710099816322327,1,0.29,0.83,0.7007317100620241,66.89453125
0.29,0.98,0.38,0.99,0.52,0.95,1,0.92,0.15,0.93,0.55,0.14,0.86,0.41,0.69,0.65,0.23,0.27,0.98,0.1380113323790865,0.4748841636116054,0.9727894365787506,0.9560258984565736,0.001323859,0.917258322,1,0.28,0.97,0.9050399514312454,70.26367188
0.37,0.99,0.73,0.86,0.51,0.87,1,0.92,0.31,0.49,0.2,0.38,0.88,0.97,0.71,0.37,0.9,0.21,0.92,0.012141632,0.024413671,0.7,0.71,0.06,0.26,1,0.22,0.9,0.6634390708663617,66.2109375
0.26,0.95,0.55,0.79,0.2,0.93,0.99,0.93,0.19,0.62,0.68,0.2,0.89,0.58,0.45,0.29,0.16,0.69,0.98,0.057913967,0.319291765,0.8962456782658896,0.7045847177505493,0.049109474,0.9110003312428802,1,0.3,0.92,0.6716645093229165,77.19726563
0.7,0.99,0.7,0.94,0.54,0.8,0.99,0.98,0.18,0.86,0.48,0.16,0.84,0.79,0.74,0.87,0.15,0.69,1,0.1120553654758538,0.5959167298552401,0.974970003,0.7108697295188904,0.02906123,0.7597118218739817,1,0.27,0.97,0.6816681137188207,56.98242188
0.19,0.57,0.26,0.99,0.15,0.14,0.94,0.52,0.04,0.71,0.18,0.11,0.67,0.17,0.81,0.21,0.26,0.47,0.86,0.1454116186398835,0.7199712991714478,0.973126789,0.7549853920936584,0.006966501,0.743473728,1,0.63,0.39,0.1938455244576131,67.23632813
0.95,1,0.31,0.85,0.43,0.88,1,0.99,0.42,0.77,0.57,0.32,0.87,0.82,0.92,0.89,0.41,0.36,0.98,0.070522307,0.4310317178648617,0.976031224,0.7292483448982239,0.03380359,0.9014421304066976,1,0.37,0.86,0.553956276,39.99023438
0.29,0.98,0.38,0.99,0.52,0.95,1,0.92,0.15,0.93,0.55,0.14,0.86,0.41,0.69,0.65,0.23,0.27,0.98,0.1380113323790865,0.4748841636116054,0.9727894365787506,0.9560258984565736,0.001323859,0.917258322,1,0.28,0.97,0.9050399514312454,70.26367188
